player,nationality,position,squad,age,value,height,foot,league,minutes,goals,assists,cards_yellow,cards_red,assists_per90,xg_per90,xa_per90,shots_total,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,npxg_per_shot,xg_net,passes,passes_pct,passes_pct_short,passes_pct_medium,passes_pct_long,xa_net,passes_into_final_third,passes_into_penalty_area,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribbles_vs,dribble_tackles_pct,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,interceptions,clearances,errors,touches_def_3rd,touches_att_3rd,touches_att_pen_area,dribbles,dribbles_completed_pct,nutmegs,carry_distance,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,goalsm,cards_yellowm,cards_redm,assists_per90m,goals_assists_per90m,xg_per90m,xa_per90m,minutes_90sm,shots_on_target_pctm,shots_total_per90m,shots_on_target_per90m,xg_netm,passes_pctm,passes_pct_shortm,passes_pct_mediumm,passes_pct_longm,xa_netm,crosses_into_penalty_aream,passes_free_kicksm,passes_pressurem,crossesm,passes_lowm,passes_highm,passes_left_footm,passes_right_footm,passes_headm,passes_other_bodym,passes_offsidesm,passes_oobm,passes_interceptedm,passes_blockedm,sca_per90m,sca_passes_deadm,sca_dribblesm,gca_passes_deadm,gca_dribblesm,gca_shotsm,tackles_def_3rdm,tackles_mid_3rdm,tackles_att_3rdm,dribbles_vsm,dribble_tackles_pctm,pressure_regain_pctm,pressures_def_3rdm,pressures_mid_3rdm,pressures_att_3rdm,blocksm,blocked_shotsm,interceptionsm,clearancesm,errorsm,touches_def_3rdm,touches_att_3rdm,touches_att_pen_aream,dribblesm,dribbles_completed_pctm,nutmegsm,carry_distancem,passes_received_pctm,miscontrolsm,dispossessedm,cards_yellow_redm,foulsm,fouledm,offsidesm,pens_wonm,pens_concededm,own_goalsm,ball_recoveriesm,aerials_wonm,aerials_lostm,aerials_won_pctm,D,Pts,CL,WinCL,CLBestScorer,passes_progressive_ratio,pens_converted,gca/sca_summarym,tackles_pct,crosses_pen_pct,past_over_vs_dribbles,carry_progressive_distance_pct,games_started_pct,act_vs_exp_goals,act_vs_exp_assists
Junior Stanislas,eng ENG,MF,Bournemouth,28.0,4500000.0,183.0,1,Premier League,1031.0,2.0,3.0,1.0,0.0,0.26,0.34,0.18,33.0,10.0,27.3,2.88,0.79,0.1,-1.9,537.0,76.2,84.5,79.2,57.8,0.9,30.0,29.0,57.0,11.0,2.0,112.0,9.0,18.0,23.0,0.0,0.0,0.0,72.0,73.0,37.0,453.0,18.0,18.0,4.0,0.0,11.0,15.0,25.0,32.0,2.79,3.0,2.0,2.0,1.0,4.0,0.35,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,8.0,12.5,20.8,75.0,99.0,42.0,13.0,3.0,0.0,4.0,11.0,0.0,124.0,319.0,53.0,28.0,60.7,2.0,2887.0,81.3,19.0,17.0,0.0,6.0,10.0,3.0,0.0,0.0,0.0,85.0,8.0,12.0,40.0,0.001939864,0.000969932,0.0,0.000252182,0.00042677,0.000329777,0.000174588,0.011154219,0.026479146,0.002793404,0.000766246,-0.001842871,0.073908826,0.081959263,0.076818623,0.056062076,0.000872939,0.004849661,0.010669253,0.108632396,0.017458778,0.069835112,0.070805044,0.035887488,0.439379243,0.017458778,0.003879728,0.0,0.010669253,0.014548982,0.024248303,0.002706111,0.002909796,0.001939864,0.0,0.0,0.0,0.006789525,0.003879728,0.0,0.007759457,0.012124151,0.020174588,0.072744908,0.096023278,0.040737148,0.012609117,0.002909796,0.003879728,0.010669253,0.0,0.120271581,0.309408341,0.051406402,0.027158099,0.058874879,0.001939864,2.800193986,0.07885548,0.01842871,0.016488846,0.0,0.005819593,0.009699321,0.002909796,0.0,0.0,0.0,0.082444229,0.007759457,0.011639185,0.038797284,6.0,45.0,0.0,0.0,0,0.34629937944604205,1.0,0.008289888265625,0.6086956521739131,0.2702702702702703,0.875,0.5247661932802217,0.4782608695652174,0.45454545454545453,1.1538461538461537
Andrew Surman,eng ENG,MF,Bournemouth,31.0,2500000.0,178.0,0,Premier League,1439.0,0.0,0.0,2.0,0.0,0.0,0.02,0.04,9.0,0.0,11.1,0.56,0.06,0.03,-0.3,839.0,86.4,89.1,91.5,71.9,-0.7,66.0,18.0,24.0,21.0,0.0,134.0,27.0,5.0,1.0,0.0,0.0,0.0,92.0,130.0,645.0,125.0,54.0,2.0,3.0,3.0,9.0,13.0,15.0,22.0,1.38,0.0,0.0,0.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0,0.0,5.0,6.0,2.0,12.0,8.3,21.0,126.0,174.0,38.0,29.0,7.0,0.0,6.0,31.0,0.0,293.0,161.0,9.0,6.0,66.7,0.0,2333.0,95.0,11.0,3.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,181.0,12.0,11.0,52.2,0.0,0.001389854,0.0,0.0,0.0,1.39e-05,2.78e-05,0.011118833,0.00771369,0.000389159,4.17e-05,-0.000208478,0.060041696,0.061917999,0.063585823,0.049965254,-0.000486449,0.000694927,0.014593468,0.093120222,0.003474635,0.063933287,0.090340514,0.448227936,0.086865879,0.03752606,0.002084781,0.002084781,0.006254343,0.009034051,0.010423905,0.000958999,0.0,0.0,0.0,0.0,0.0,0.003474635,0.004169562,0.001389854,0.008339124,0.005767894,0.014593468,0.087560806,0.120917304,0.026407227,0.020152884,0.004864489,0.004169562,0.021542738,0.0,0.203613621,0.111883252,0.006254343,0.004169562,0.046351633,0.0,1.621264767,0.066018068,0.007644197,0.002084781,0.0,0.005559416,0.004169562,0.0,0.0,0.0,0.0,0.125781793,0.008339124,0.007644197,0.036275191,6.0,45.0,0.0,0.0,0,0.28442211055276384,0.0,0.00378952403125,0.5925925925925926,0.18181818181818182,0.9166666666666666,0.42306043720531505,0.8888888888888888,0.0,0.0
Callum Wilson,eng ENG,FW,Bournemouth,26.0,30000000.0,180.0,1,Premier League,2528.0,14.0,9.0,3.0,0.0,0.32,0.5,0.15,63.0,0.0,42.9,2.24,0.96,0.2,-0.1,456.0,70.0,73.6,76.1,67.6,4.8,17.0,20.0,21.0,0.0,1.0,101.0,8.0,27.0,1.0,0.0,0.0,0.0,86.0,55.0,71.0,320.0,38.0,1.0,10.0,1.0,10.0,15.0,34.0,64.0,2.28,0.0,5.0,5.0,8.0,19.0,0.68,0.0,3.0,2.0,2.0,0.0,5.0,3.0,3.0,12.0,8.3,23.8,48.0,326.0,239.0,12.0,3.0,0.0,1.0,14.0,0.0,80.0,419.0,153.0,43.0,51.2,0.0,3176.0,50.0,88.0,52.0,0.0,42.0,32.0,20.0,3.0,0.0,0.0,100.0,26.0,62.0,29.5,0.005537975,0.001186709,0.0,0.000126582,0.000324367,0.000197785,5.93e-05,0.011115506,0.016969937,0.000886076,0.000379747,-3.96e-05,0.027689873,0.029113924,0.030102848,0.026740506,0.001898734,0.001186709,0.0,0.039952532,0.01068038,0.034018987,0.021756329,0.028085443,0.126582278,0.015031646,0.003955696,0.00039557,0.003955696,0.005933544,0.013449367,0.000901899,0.0,0.001977848,0.0,0.001186709,0.000791139,0.001977848,0.001186709,0.001186709,0.004746835,0.003283228,0.009414557,0.018987342,0.128955696,0.094541139,0.004746835,0.001186709,0.00039557,0.005537975,0.0,0.03164557,0.165743671,0.060522152,0.017009494,0.020253165,0.0,1.256329114,0.019778481,0.034810127,0.02056962,0.0,0.016613924,0.012658228,0.007911392,0.001186709,0.0,0.0,0.039556962,0.01028481,0.024525316,0.011669304,6.0,45.0,0.0,0.0,0,0.24689851535489118,0.5,0.00822661196875,0.782608695652174,0.10909090909090909,0.9166666666666666,0.5645465994962217,0.9666666666666667,0.9589041095890412,1.9148936170212765
Florin Andone,ro ROU,FW,Brighton,25.0,6000000.0,180.0,1,Premier League,881.0,3.0,0.0,5.0,0.0,0.0,0.23,0.01,19.0,0.0,36.8,1.94,0.72,0.12,0.8,180.0,67.8,70.3,72.1,44.4,-0.1,4.0,2.0,7.0,0.0,0.0,49.0,2.0,9.0,0.0,0.0,0.0,0.0,42.0,34.0,18.0,112.0,25.0,0.0,3.0,0.0,8.0,5.0,10.0,13.0,1.33,0.0,2.0,3.0,2.0,2.0,0.2,0.0,1.0,1.0,0.0,0.0,3.0,4.0,4.0,11.0,9.1,19.5,35.0,95.0,111.0,9.0,1.0,0.0,1.0,11.0,0.0,52.0,175.0,47.0,32.0,40.6,3.0,1691.0,44.3,42.0,32.0,0.0,28.0,20.0,4.0,0.0,0.0,0.0,53.0,28.0,62.0,31.1,0.003405221,0.005675369,0.0,0.0,0.000351873,0.000261067,1.14e-05,0.011123723,0.041770715,0.002202043,0.000817253,0.000908059,0.076958002,0.079795687,0.08183882,0.050397276,-0.000113507,0.001135074,0.0,0.055618615,0.010215664,0.047673099,0.038592509,0.020431328,0.127128263,0.028376844,0.003405221,0.0,0.00908059,0.005675369,0.011350738,0.001509648,0.0,0.002270148,0.0,0.001135074,0.001135074,0.003405221,0.004540295,0.004540295,0.012485812,0.010329171,0.022133939,0.039727582,0.107832009,0.12599319,0.010215664,0.001135074,0.001135074,0.012485812,0.0,0.059023837,0.198637911,0.053348468,0.036322361,0.046083995,0.003405221,1.919409762,0.050283768,0.047673099,0.036322361,0.0,0.031782066,0.022701476,0.004540295,0.0,0.0,0.0,0.06015891,0.031782066,0.070374574,0.035300795,9.0,36.0,0.0,0.0,0,0.1295740851829634,0.0,0.0036712543593750003,0.782608695652174,0.10526315789473684,0.9090909090909091,0.5742164399763453,0.34782608695652173,1.111111111111111,0.0
Leon Balogun,ng NGA,DF,Brighton,30.0,2000000.0,190.0,1,Premier League,594.0,1.0,0.0,2.0,0.0,0.0,0.03,0.0,3.0,0.0,33.3,0.45,0.15,0.07,0.8,218.0,79.8,86.1,86.1,66.1,0.0,2.0,0.0,7.0,3.0,0.0,23.0,8.0,0.0,0.0,0.0,0.0,0.0,28.0,43.0,28.0,164.0,19.0,4.0,0.0,1.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,10.0,50.0,34.6,39.0,11.0,2.0,10.0,4.0,0.0,8.0,40.0,0.0,196.0,7.0,5.0,3.0,66.7,0.0,784.0,97.4,3.0,3.0,0.0,5.0,2.0,1.0,0.0,1.0,0.0,61.0,13.0,5.0,72.2,0.001683502,0.003367003,0.0,0.0,0.000252525,5.05e-05,0.0,0.011111111,0.056060606,0.000757576,0.000252525,0.001346801,0.134343434,0.144949495,0.144949495,0.111279461,0.0,0.0,0.005050505,0.038720539,0.0,0.047138047,0.072390572,0.047138047,0.276094276,0.031986532,0.0,0.001683502,0.008417508,0.003367003,0.006734007,0.0,0.0,0.0,0.0,0.0,0.0,0.018518519,0.005050505,0.0,0.016835017,0.084175084,0.058249158,0.065656566,0.018518519,0.003367003,0.016835017,0.006734007,0.013468013,0.067340067,0.0,0.32996633,0.011784512,0.008417508,0.005050505,0.112289562,0.0,1.31986532,0.163973064,0.005050505,0.005050505,0.0,0.008417508,0.003367003,0.001683502,0.0,0.001683502,0.0,0.102693603,0.021885522,0.008417508,0.121548822,9.0,36.0,0.0,0.0,0,0.22509505703422053,0.0,0.0,0.4827586206896552,0.0,0.5,0.37755102040816324,0.625,1.4285714285714286,0.0
Bernardo,br BRA,DF,Brighton,23.0,9000000.0,186.0,0,Premier League,1752.0,0.0,1.0,4.0,0.0,0.05,0.02,0.05,8.0,0.0,37.5,0.41,0.15,0.05,-0.4,1014.0,72.5,86.2,74.6,41.4,0.1,54.0,10.0,222.0,13.0,0.0,137.0,16.0,23.0,0.0,0.0,0.0,0.0,183.0,300.0,656.0,64.0,61.0,209.0,2.0,2.0,26.0,28.0,33.0,24.0,1.23,2.0,1.0,0.0,4.0,3.0,0.15,0.0,0.0,0.0,0.0,0.0,46.0,15.0,5.0,40.0,55.0,35.4,171.0,83.0,20.0,53.0,16.0,1.0,34.0,76.0,0.0,469.0,278.0,12.0,19.0,78.9,0.0,4074.0,90.7,18.0,13.0,0.0,18.0,24.0,2.0,0.0,0.0,0.0,214.0,38.0,27.0,58.5,0.0,0.002283105,0.0,2.85e-05,2.85e-05,1.14e-05,2.85e-05,0.011130137,0.02140411,0.000234018,8.56e-05,-0.000228311,0.041381279,0.049200913,0.042579909,0.023630137,5.71e-05,0.001712329,0.007420091,0.078196347,0.013127854,0.104452055,0.171232877,0.374429224,0.03652968,0.034817352,0.001141553,0.001141553,0.014840183,0.015981735,0.018835616,0.000702055,0.001141553,0.000570776,0.0,0.0,0.0,0.026255708,0.008561644,0.002853881,0.02283105,0.031392694,0.020205479,0.09760274,0.047374429,0.011415525,0.030251142,0.00913242,0.019406393,0.043378995,0.0,0.267694064,0.158675799,0.006849315,0.010844749,0.045034247,0.0,2.325342466,0.051769406,0.010273973,0.007420091,0.0,0.010273973,0.01369863,0.001141553,0.0,0.0,0.0,0.122146119,0.021689498,0.015410959,0.033390411,9.0,36.0,0.0,0.0,0,0.4261682242990654,0.0,0.00361194353125,0.5864661654135338,0.1276595744680851,0.45,0.5957290132547864,0.8636363636363636,0.0,0.7142857142857143
Yves Bissouma,ml MLI,MF,Brighton,21.0,15000000.0,182.0,1,Premier League,1774.0,0.0,0.0,5.0,0.0,0.0,0.08,0.06,31.0,3.0,9.7,1.57,0.15,0.05,-1.6,727.0,82.0,87.9,83.9,65.0,-1.1,52.0,7.0,27.0,3.0,1.0,132.0,19.0,5.0,3.0,0.0,1.0,0.0,93.0,90.0,72.0,591.0,40.0,3.0,7.0,5.0,13.0,16.0,16.0,49.0,2.49,2.0,9.0,2.0,6.0,2.0,0.1,0.0,0.0,0.0,1.0,0.0,37.0,21.0,3.0,37.0,37.8,21.5,266.0,265.0,47.0,39.0,7.0,0.0,20.0,31.0,1.0,247.0,289.0,36.0,74.0,68.9,2.0,5581.0,85.0,30.0,46.0,0.0,40.0,25.0,2.0,0.0,0.0,0.0,181.0,17.0,27.0,38.6,0.0,0.002818489,0.0,0.0,0.0,4.51e-05,3.38e-05,0.011104848,0.005467869,0.000885006,8.46e-05,-0.000901917,0.046223224,0.049549042,0.04729425,0.036640361,-0.000620068,0.000563698,0.001691094,0.074408117,0.002818489,0.052423901,0.050732807,0.040586246,0.333145434,0.022547914,0.003945885,0.002818489,0.007328072,0.009019166,0.009019166,0.001403608,0.001127396,0.005073281,0.0,0.0,0.0,0.020856821,0.011837655,0.001691094,0.020856821,0.021307779,0.012119504,0.14994363,0.149379932,0.026493799,0.021984216,0.003945885,0.011273957,0.017474634,0.000563698,0.139233371,0.162908681,0.020293123,0.041713641,0.038838782,0.001127396,3.145997745,0.047914318,0.016910936,0.025930101,0.0,0.022547914,0.014092446,0.001127396,0.0,0.0,0.0,0.102029312,0.009582864,0.015219842,0.021758737,9.0,36.0,0.0,0.0,0,0.2214549698502237,0.0,0.00617425325,0.6504065040650406,0.18181818181818182,0.6216216216216216,0.5400465866332198,0.6071428571428571,0.0,0.0
Gaëtan Bong,cm CMR,DF,Brighton,30.0,2000000.0,183.0,0,Premier League,1808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,2.0,0.0,0.0,0.1,0.0,0.03,-0.1,879.0,68.0,85.0,70.0,40.8,-0.6,46.0,18.0,229.0,8.0,1.0,140.0,6.0,32.0,0.0,0.0,0.0,0.0,162.0,325.0,516.0,81.0,51.0,221.0,0.0,3.0,18.0,14.0,35.0,18.0,0.9,1.0,2.0,0.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,12.0,6.0,4.0,15.0,33.3,29.3,155.0,63.0,21.0,46.0,9.0,0.0,16.0,54.0,0.0,426.0,249.0,3.0,27.0,40.7,1.0,3570.0,90.7,12.0,14.0,0.0,11.0,4.0,0.0,0.0,1.0,0.0,197.0,13.0,18.0,41.9,0.0,0.0,0.0,0.0,0.0,0.0,1.66e-05,0.011117257,0.0,5.53e-05,0.0,-5.53e-05,0.037610619,0.047013274,0.038716814,0.022566372,-0.000331858,0.005530973,0.004424779,0.077433628,0.017699115,0.08960177,0.179756637,0.28539823,0.044800885,0.028207965,0.0,0.001659292,0.009955752,0.007743363,0.019358407,0.000497788,0.000553097,0.001106195,0.0,0.0,0.0,0.006637168,0.003318584,0.002212389,0.00829646,0.018418142,0.016205752,0.085730088,0.034845133,0.011615044,0.025442478,0.004977876,0.008849558,0.029867257,0.0,0.235619469,0.137721239,0.001659292,0.014933628,0.022511062,0.000553097,1.974557522,0.050165929,0.006637168,0.007743363,0.0,0.006084071,0.002212389,0.0,0.0,0.000553097,0.0,0.108960177,0.007190265,0.009955752,0.023174779,9.0,36.0,0.0,0.0,0,0.5173617490354584,0.0,0.002393874265625,0.6666666666666666,0.3076923076923077,0.6666666666666666,0.5176470588235295,0.8636363636363636,0.0,0.0
Bruno,es ESP,DF,Brighton,37.0,750000.0,180.0,1,Premier League,1131.0,0.0,1.0,2.0,0.0,0.08,0.01,0.02,2.0,0.0,0.0,0.16,0.0,0.03,-0.1,634.0,79.8,92.9,85.1,53.0,0.7,34.0,9.0,122.0,7.0,0.0,95.0,14.0,13.0,1.0,0.0,0.0,0.0,96.0,154.0,17.0,478.0,15.0,114.0,4.0,1.0,12.0,15.0,13.0,16.0,1.27,3.0,0.0,1.0,0.0,4.0,0.32,1.0,0.0,1.0,0.0,0.0,24.0,1.0,2.0,18.0,77.8,25.8,70.0,19.0,8.0,10.0,2.0,0.0,7.0,41.0,1.0,277.0,148.0,4.0,11.0,63.6,0.0,1531.0,91.4,3.0,1.0,0.0,4.0,9.0,3.0,0.0,0.0,0.0,97.0,11.0,6.0,64.7,0.0,0.001768347,0.0,7.07e-05,7.07e-05,8.84e-06,1.77e-05,0.011140584,0.0,0.000141468,0.0,-8.84e-05,0.070557029,0.082139699,0.075243148,0.046861185,0.000618921,0.00265252,0.006189213,0.083996463,0.011494253,0.084880637,0.136162688,0.015030946,0.422634836,0.013262599,0.003536693,0.000884173,0.01061008,0.013262599,0.011494253,0.0011229,0.00265252,0.0,0.000884173,0.0,0.000884173,0.021220159,0.000884173,0.001768347,0.015915119,0.068788683,0.022811671,0.061892131,0.016799293,0.007073386,0.008841733,0.001768347,0.006189213,0.036251105,0.000884173,0.244916004,0.130857648,0.003536693,0.009725906,0.056233422,0.0,1.353669319,0.080813439,0.00265252,0.000884173,0.0,0.003536693,0.00795756,0.00265252,0.0,0.0,0.0,0.08576481,0.009725906,0.00530504,0.057206012,9.0,36.0,0.0,0.0,0,0.4631205673758865,0.0,0.0041721928124999995,0.6909090909090909,0.2222222222222222,0.2222222222222222,0.5414761593729589,1.0,0.0,1.25
Shane Duffy,ie IRL,DF,Brighton,26.0,12000000.0,193.0,1,Premier League,3087.0,5.0,1.0,4.0,1.0,0.03,0.08,0.01,39.0,0.0,35.9,1.14,0.41,0.07,2.2,1268.0,78.1,79.9,86.8,64.7,0.7,39.0,3.0,29.0,23.0,0.0,191.0,58.0,5.0,0.0,0.0,0.0,0.0,139.0,336.0,66.0,990.0,128.0,6.0,13.0,5.0,31.0,7.0,12.0,22.0,0.64,0.0,0.0,3.0,2.0,4.0,0.12,0.0,0.0,0.0,1.0,0.0,22.0,6.0,4.0,23.0,47.8,30.1,110.0,32.0,14.0,71.0,49.0,2.0,19.0,302.0,2.0,1160.0,112.0,71.0,5.0,100.0,0.0,3473.0,94.6,9.0,8.0,0.0,23.0,10.0,4.0,0.0,2.0,0.0,355.0,155.0,47.0,76.7,0.001619695,0.001295756,0.000323939,9.72e-06,5.51e-05,2.59e-05,3.24e-06,0.011111111,0.011629414,0.000369291,0.000132815,0.000712666,0.025299644,0.025882734,0.028117914,0.02095886,0.000226757,0.000323939,0.007450599,0.061872368,0.001619695,0.045027535,0.108843537,0.021379981,0.320699708,0.041464205,0.004211208,0.001619695,0.010042112,0.002267574,0.003887269,0.000207321,0.0,0.0,0.0,0.0,0.0,0.00712666,0.001943635,0.001295756,0.007450599,0.015484289,0.009750567,0.035633301,0.010366051,0.004535147,0.022999676,0.015873016,0.006154843,0.097829608,0.000647878,0.375769355,0.036281179,0.022999676,0.001619695,0.03239391,0.0,1.125040492,0.030644639,0.002915452,0.002591513,0.0,0.007450599,0.003239391,0.001295756,0.0,0.000647878,0.0,0.11499838,0.05021056,0.015225138,0.024846129,9.0,36.0,0.0,0.0,0,0.32858095714523927,0.0,0.0021157270625,0.6153846153846154,0.18181818181818182,0.5217391304347826,0.4546501583645263,1.0,1.5151515151515151,1.25
Lewis Dunk,eng ENG,DF,Brighton,26.0,12000000.0,192.0,1,Premier League,3151.0,2.0,1.0,6.0,1.0,0.03,0.03,0.02,22.0,1.0,18.2,0.63,0.11,0.05,0.8,1489.0,83.3,90.1,92.9,68.4,0.4,77.0,3.0,56.0,41.0,1.0,175.0,107.0,7.0,1.0,0.0,0.0,0.0,170.0,325.0,65.0,1255.0,110.0,14.0,17.0,6.0,35.0,15.0,20.0,14.0,0.4,0.0,0.0,0.0,0.0,1.0,0.03,0.0,0.0,0.0,0.0,0.0,31.0,14.0,1.0,33.0,33.3,33.2,159.0,55.0,12.0,66.0,43.0,0.0,32.0,225.0,0.0,1156.0,83.0,39.0,3.0,33.3,0.0,5616.0,96.5,9.0,6.0,1.0,22.0,15.0,0.0,0.0,0.0,0.0,376.0,79.0,40.0,66.4,0.000634719,0.001904157,0.00031736,9.52e-06,2.86e-05,9.52e-06,6.35e-06,0.011107585,0.005775944,0.000199937,3.49e-05,0.000253888,0.026436052,0.028594097,0.029482704,0.021707394,0.000126944,0.0,0.013011742,0.055537924,0.002221517,0.053951127,0.10314186,0.020628372,0.398286258,0.034909553,0.005395113,0.001904157,0.011107585,0.004760394,0.006347191,0.000126944,0.0,0.0,0.0,0.0,0.0,0.009838147,0.004443034,0.00031736,0.010472866,0.010568074,0.010536338,0.050460171,0.017454776,0.003808315,0.020945732,0.013646461,0.010155506,0.071405903,0.0,0.366867661,0.026340844,0.012377023,0.000952079,0.010568074,0.0,1.782291336,0.030625198,0.002856236,0.001904157,0.00031736,0.006981911,0.004760394,0.0,0.0,0.0,0.0,0.119327198,0.025071406,0.012694383,0.021072675,9.0,36.0,0.0,0.0,0,0.2879234411735488,0.0,0.0011653048437499998,0.6881720430107527,0.0,0.6666666666666666,0.5174501424501424,1.0,1.1764705882352942,0.9090909090909091
Pascal Groß,de GER,MF,Brighton,27.0,10000000.0,181.0,1,Premier League,1864.0,3.0,3.0,1.0,0.0,0.14,0.18,0.23,21.0,1.0,33.3,1.01,0.34,0.11,-0.7,948.0,69.0,85.0,73.6,46.4,-1.7,76.0,25.0,124.0,50.0,2.0,146.0,99.0,65.0,57.0,10.0,5.0,1.0,125.0,292.0,171.0,722.0,47.0,3.0,1.0,10.0,27.0,21.0,26.0,77.0,3.72,27.0,4.0,3.0,3.0,6.0,0.29,2.0,0.0,2.0,1.0,0.0,10.0,12.0,2.0,37.0,18.9,16.5,152.0,342.0,129.0,33.0,10.0,0.0,9.0,22.0,0.0,160.0,473.0,40.0,12.0,83.3,0.0,3749.0,78.0,30.0,21.0,0.0,12.0,14.0,5.0,1.0,1.0,0.0,151.0,4.0,25.0,13.8,0.001609442,0.000536481,0.0,7.51e-05,0.000155579,9.66e-05,0.000123391,0.01110515,0.017864807,0.000541845,0.000182403,-0.000375536,0.037017167,0.045600858,0.039484979,0.024892704,-0.000912017,0.005901288,0.026824034,0.07832618,0.034871245,0.067060086,0.156652361,0.091738197,0.387339056,0.025214592,0.000536481,0.005364807,0.014484979,0.011266094,0.013948498,0.001995708,0.014484979,0.002145923,0.001072961,0.0,0.001072961,0.005364807,0.006437768,0.001072961,0.019849785,0.010139485,0.008851931,0.081545064,0.183476395,0.069206009,0.017703863,0.005364807,0.004828326,0.011802575,0.0,0.08583691,0.253755365,0.021459227,0.006437768,0.044688841,0.0,2.011266094,0.041845494,0.016094421,0.011266094,0.0,0.006437768,0.00751073,0.002682403,0.000536481,0.000536481,0.0,0.081008584,0.002145923,0.013412017,0.007403433,9.0,36.0,0.0,0.0,0,0.3267093040962388,0.5,0.008969286515625,0.6122448979591837,0.16793893129770993,0.8108108108108109,0.4529207788743665,0.96,0.7142857142857143,0.5769230769230769
José Izquierdo,co COL,MF,Brighton,26.0,10000000.0,171.0,1,Premier League,795.0,0.0,1.0,1.0,0.0,0.11,0.08,0.06,15.0,0.0,26.7,1.7,0.45,0.05,-0.7,210.0,77.1,84.7,79.7,52.9,0.5,9.0,4.0,2.0,0.0,0.0,38.0,5.0,7.0,0.0,0.0,0.0,0.0,29.0,32.0,23.0,168.0,13.0,2.0,0.0,1.0,4.0,7.0,8.0,13.0,1.47,0.0,1.0,0.0,1.0,2.0,0.23,0.0,0.0,0.0,1.0,0.0,12.0,4.0,2.0,12.0,33.3,20.1,71.0,45.0,33.0,10.0,1.0,0.0,5.0,9.0,0.0,80.0,152.0,28.0,23.0,47.8,1.0,1853.0,66.7,15.0,14.0,0.0,6.0,6.0,4.0,1.0,0.0,0.0,68.0,4.0,11.0,26.7,0.0,0.001257862,0.0,0.000138365,0.000138365,0.000100629,7.55e-05,0.011069182,0.033584906,0.002138365,0.000566038,-0.000880503,0.096981132,0.106540881,0.100251572,0.066540881,0.000628931,0.001257862,0.0,0.047798742,0.008805031,0.036477987,0.040251572,0.028930818,0.211320755,0.016352201,0.0,0.001257862,0.005031447,0.008805031,0.010062893,0.001849057,0.0,0.001257862,0.0,0.0,0.0,0.01509434,0.005031447,0.002515723,0.01509434,0.041886792,0.025283019,0.089308176,0.056603774,0.041509434,0.012578616,0.001257862,0.006289308,0.011320755,0.0,0.100628931,0.191194969,0.035220126,0.028930818,0.060125786,0.001257862,2.33081761,0.083899371,0.018867925,0.017610063,0.0,0.00754717,0.00754717,0.005031447,0.001257862,0.0,0.0,0.085534591,0.005031447,0.013836478,0.033584906,9.0,36.0,0.0,0.0,0,0.3300813008130081,0.0,0.0046383648125,0.43243243243243246,0.13333333333333333,0.6666666666666666,0.5704263356718834,0.6,0.0,1.0
